# Sample_0,Sample_1,Sample_2
-2.506443555105531545e-03,3.162552715035048430e-03,-2.379851447040872738e-03
1.350586339654773248e-03,-1.915068326988126051e-03,-2.485854177040096140e-03
-1.330107089573173609e-03,-8.724260691430165467e-04,6.883427490395413201e-04
7.724672756338487418e-04,-6.667908337291662216e-04,3.741720467745158173e-03
-2.062188589669533643e-03,-1.580042206046656985e-03,-1.278401644941739961e-03
-1.829939876471983144e-03,1.665557585121071188e-03,2.045439578976437130e-03
1.696792603142882128e-03,8.351068575113818450e-04,-3.443526267651500061e-03
7.889739364239524823e-04,-2.033028682841508689e-03,-8.359428040448558693e-04
-3.682703645817443638e-03,1.320504597039388753e-03,-1.263417592380834892e-03
-1.985401040755542523e-04,-2.235671427731688449e-03,1.193225723081117783e-03
-4.938746182010681635e-03,1.586459557261881955e-03,-6.526540790769990883e-04
-6.808563560582733343e-04,-7.025407073597934393e-04,-5.296698439363058813e-03
-1.895636489312544715e-03,1.254019106715109936e-03,-1.440212715197923413e-03
6.414062879555588841e-04,-3.587031536163611846e-03,-3.762236718350987601e-03
-4.002978492396725742e-03,7.054849906508906757e-04,2.429093602412681595e-03
-5.470246248376312362e-03,-9.616752723375235963e-05,2.211817801344561219e-04
3.577155743765589313e-03,-1.108320768284664064e-03,-4.911093180076351455e-03
-2.649723500160451779e-03,-2.974783636085067805e-03,-1.561989144718872909e-03
7.642404223898756951e-04,2.738006798818488647e-03,1.222032466533415698e-03
-1.039208533547599509e-04,-1.941612404795980918e-03,7.345841447765148182e-04
7.557218250360841529e-04,-3.126255592180155699e-03,-2.615073856064336049e-03
-7.410678871955909573e-04,2.099274593380703012e-03,3.285989328230499648e-03
-1.083806090562788914e-03,-2.720123864775531096e-04,3.114013737208621950e-04
1.206863335859813778e-03,1.516366305358855500e-03,-1.097911621874690657e-03
8.268381947658300785e-04,1.257985714711687278e-03,5.277387478369626383e-04
-3.164076862480588292e-03,1.705853084236059114e-03,3.678240934069278568e-04
2.478183774461455375e-04,1.257966288819733656e-03,1.608954379868740093e-03
5.358579599986605137e-03,4.340947294611871413e-04,-1.707002575866878921e-03
1.735310031984655050e-03,-5.114225193613006941e-04,-2.033767380608940759e-03
-7.425921408894289562e-04,6.406841849725931036e-04,2.986135027827585726e-03
3.675210294271784610e-04,-1.795716152274959342e-04,1.174047684428748597e-03
1.707073378858777173e-03,-3.648471431263113247e-03,-8.465395316044952269e-04
3.857719589801427221e-03,1.757909137453557208e-03,-2.418966941789032869e-03
-5.127864030725576804e-03,-7.320693296061928958e-03,-1.689796660680986402e-03
5.892007529818200809e-05,-3.852795841612962485e-04,-1.651510603877886195e-03
-5.816878034186834722e-04,1.876673571882604783e-03,3.350486557970568362e-03
-1.192325010899444263e-03,1.588855771924064511e-03,-2.060533543905136017e-03
-1.005897524522288622e-03,-3.798467828302231307e-03,-3.796256713355298466e-03
1.762168472489752773e-04,4.060096342626337909e-03,-6.845369991868562130e-04
2.943059688714665307e-04,2.567223567378077668e-03,3.042868328705034767e-03
-3.858143954691141322e-03,-2.032296071487501416e-04,3.476541817433835991e-03
-7.777095961577003443e-05,1.544630790842122707e-04,3.470328383905563543e-03
1.997414218784180316e-03,-3.385834882773921563e-03,-1.137796392039707718e-03
-7.764769602998163479e-04,-2.857160565440105084e-04,-3.384033960727913289e-03
-7.051640786159916324e-04,2.155108313324364047e-03,1.720892414492126944e-03
-2.181937678781650791e-03,-4.276143115460322879e-04,2.714157146386398257e-03
-8.335902721356769959e-04,-2.410880310563307178e-04,-3.247136606273719021e-03
-3.931177674563232204e-05,-2.186871153730503216e-04,1.443833474434772411e-05
1.939453291011894540e-03,-1.819655133502692075e-03,2.089159337454069183e-03
5.207437095690468009e-04,-2.505903806330235517e-03,4.406272406877568019e-04
-5.257782073994105021e-03,3.727549938133787807e-03,3.721212109234221712e-03
3.379486854308963537e-03,1.156519763788760270e-03,1.359702153599504386e-03
-1.211880077338820709e-03,3.606440059677936023e-03,-1.659440668086211172e-04
1.520112867972557655e-03,7.550145686190865273e-04,-3.019613512685172621e-04
-9.720194849755267163e-04,4.875375732730043892e-04,-3.084195376610590015e-04
-4.111597869310420561e-04,-8.276810879379934544e-05,-4.993505940808795965e-03
-1.918054637522339807e-03,2.400186567144084633e-03,5.287756146434566739e-05
2.870892454813764229e-03,-1.659796816367380221e-03,2.861125359704889959e-03
-1.418525715940816955e-03,2.020832766435533712e-03,-1.673484756753229347e-03
-7.765602512619522218e-05,9.885880578545454701e-04,1.673471085027183750e-04
2.095127729948483697e-05,7.392739029081551788e-04,-1.389727495901909053e-03
-9.316252305695473673e-05,-1.594929241409644800e-03,6.668035697427763869e-04
-4.285351060992812974e-03,-3.540269068669884417e-03,-1.819104109644746397e-03
-2.545391900798990234e-03,-4.756691317397753545e-04,1.173328418529119956e-03
-1.165905591159894974e-03,3.595075322478739877e-04,-7.311458626892550954e-04
-2.052442800097632920e-03,1.547578720616363322e-04,-1.114193807371430863e-03
2.906694113827182954e-03,5.132159610953144699e-04,3.757483947132518945e-03
-9.936999165766782858e-04,7.044786475920891385e-05,-2.476689926564922678e-03
-1.338999281045520628e-03,-3.334850567305602548e-03,-3.604998427118922578e-03
2.633886028482371839e-04,-6.917001687072761845e-04,5.380987788828554396e-04
1.649986945471039338e-03,-2.864642149658707337e-04,-1.646636360549589683e-03
2.517520891669959744e-03,-8.697308024853049959e-05,1.568627852300276100e-03
1.243647434232824246e-03,-2.766108799600609010e-03,2.128376388194320405e-03
-1.483499559929835239e-03,5.710693906728436884e-04,1.970880271587614752e-03
-1.221131736390566229e-03,2.187499575301724963e-03,-3.107762269545922499e-03
-2.056521582964854298e-03,-9.653637304101879597e-04,5.064403336164354473e-03
-1.067498074488042962e-03,3.450522044544167104e-03,-2.853768740022283486e-03
1.758485522692583829e-03,-1.082823809854035514e-03,3.003088560648741086e-03
1.444996810749908656e-03,9.309478389527276040e-04,1.490687963030581367e-03
-2.599944179287945467e-03,-3.800111864018687982e-04,3.685949897888330957e-03
-1.613039277839442131e-03,4.074138735708385424e-03,8.869949755505354260e-04
-1.724438327719231756e-03,-2.332293448524966773e-03,1.295250591323897794e-03
-1.860141130310916623e-03,1.822713955955401104e-03,-4.861109988543336558e-04
-2.515833350335580729e-03,-7.620887292363249296e-04,-1.467796851668560056e-03
2.586988315224917484e-03,-1.637148874577519942e-03,-3.463497488583257029e-03
1.408647863038315143e-03,2.101501190299638762e-04,-2.450905436657749639e-03
-1.212695310651888724e-03,9.189930999172248591e-05,-4.705066850528610476e-04
2.115307428364288349e-03,6.990388546639430493e-04,-8.892104468364052036e-05
9.287565589223245295e-04,2.656587868321302198e-03,-2.933452887508839445e-03
-8.113446255841083631e-04,7.563585393123422327e-04,7.829767960406938719e-04
1.745672043633580885e-03,-1.209367670714638597e-03,1.010078833728395757e-03
5.100445850973785037e-04,-2.816504990792503653e-03,4.944195645085013155e-04
-1.126570470674538105e-03,1.920067281337802141e-03,6.948150132607972939e-04
-1.005556422950456240e-03,2.826756933637265411e-04,3.796710641740062148e-03
-1.074116307823215878e-03,-2.544414272697615408e-03,1.558219724916126486e-03
1.703499569472369463e-03,-2.666433132958367577e-04,5.903300384904244108e-04
4.045867780037909131e-03,4.777719670065932794e-04,-6.693596669257399073e-04
-1.221000392762577750e-03,7.719816891045062392e-04,7.035949254987407817e-04
-1.240910408668942887e-03,-1.746554583759563030e-03,1.232473705390478981e-04
-8.338547298574308696e-04,6.536621701678508971e-04,8.708352086847970155e-04
-2.495300092145376174e-03,-5.636188373970057921e-04,5.938909465356843366e-03
-2.483474363143131289e-03,2.346623113029946018e-03,-2.549717835488220230e-03
-1.393545533955742625e-03,1.374606247413715605e-03,5.860319763469116171e-04
1.684115556321614941e-04,-1.515755558065619030e-03,1.007582731336271412e-03
-3.109498177414802070e-03,4.378002181777062240e-04,-9.325533557290948631e-04
1.525784513358215827e-03,5.570499112655903293e-04,-5.099914375221436050e-03
-3.195091885493465608e-03,-1.824957051119743953e-03,-7.178933461601446492e-04
-2.484162504741043928e-03,-5.545434435993634118e-04,2.238787347904755681e-03
-2.695496610432882544e-03,-1.038796695669256392e-03,6.974784218712581614e-04
-3.447856840035848185e-03,2.013480978395076979e-03,-5.068249597699698097e-05
-9.459694310755842545e-04,-3.338180864687373704e-05,-1.743804862096884822e-03
1.299827992622854715e-03,-1.193546152575894600e-03,2.448428341900225577e-04
-3.003811789940930704e-03,1.004780497561702599e-03,2.269903046054422193e-03
2.881673744576491135e-03,-4.442608009501077676e-03,1.607496757898641123e-03
-5.094564507893445827e-04,-2.030709790019145488e-03,1.121746250111361597e-03
2.894044526126965042e-03,2.199996385158919585e-03,2.393333674993844331e-03
1.075741815910630141e-03,3.124211413701621139e-04,-3.376325967149739534e-03
-1.779887548811793499e-03,-5.186447600664289203e-04,1.953921543406038873e-03
2.256292100895652096e-03,8.145452000581717041e-04,-1.036654164249215925e-03
2.641999730928520744e-03,-1.770282324452547920e-03,-4.960713987891244995e-04
2.609527052409267838e-03,-3.132218632945340652e-03,6.598178028768864360e-04
-5.173448728050623890e-03,-3.766116415224604174e-03,3.260491381584750253e-03
1.711780586278963514e-03,1.352218711554773953e-03,2.925324750788232345e-03
1.381658103471298821e-04,-5.721924240224923698e-04,1.915745830726279597e-04
-6.935490415804150110e-04,-5.771994723971088717e-04,-7.707005518069228855e-04
-2.990993201084985093e-04,4.865838038985314693e-04,1.412593693516671139e-03
1.759024456358070348e-03,1.564868924722390316e-03,2.641591703041892055e-03
2.423306582524596936e-04,-4.965289245696411576e-05,7.999916386089683373e-04
1.109946546322009226e-03,-5.868727096178705423e-04,3.523079432344246482e-04
1.109483404604066480e-03,2.183445546781051863e-03,-4.027938965678673315e-03
1.466557648576912289e-03,-1.011617925715823903e-03,-1.431625437705318126e-04
-2.402172967654959943e-05,1.520119262420934598e-04,2.202974179377552646e-03
-1.617515941294547441e-03,1.498971864954195925e-03,-3.071844786621341313e-04
2.482961275540301188e-03,1.383075351558783707e-03,1.457324934129691210e-03
4.976109385458443203e-03,-1.048412055611089603e-03,1.653737942206499629e-03
1.728795229120773161e-06,-1.212679508075035096e-03,1.884238446078633769e-03
-1.172977462060079828e-03,6.564551284249516786e-04,1.592522532110572696e-03
2.540882124810209426e-03,1.929939824822565157e-03,4.665247223937619503e-04
-6.949444799375390034e-04,2.573054570411991478e-03,-1.051804331401237549e-03
6.096709444989732198e-03,-1.384766210820189108e-04,1.513400449413921690e-03
-1.847982109382462690e-04,6.089602054156842154e-04,-2.224901346970319766e-04
3.936884380233646522e-04,3.587928470491774657e-04,2.311779643105161923e-03
-4.456759429364549148e-04,-2.058171835341708643e-04,1.473436413382968758e-03
-1.840197439934074209e-03,-1.429949374353461119e-04,-1.083906874045983525e-03
-4.390812100356729017e-03,1.157318804575073077e-03,3.155008405633972102e-03
-2.516411603038051000e-03,-7.173861945517473037e-04,-1.325049024665900417e-03
-1.293535689394342944e-04,1.280608598373342765e-03,-1.567145038860875495e-03
-4.966386393809571259e-04,6.031624002942191816e-04,-2.012288335811153288e-03
2.606442225607612934e-03,7.622133599078697848e-05,-2.636549299581307428e-03
-8.447243343062269460e-04,-1.166165790524787381e-03,2.093668627524658456e-03
-4.998822754813214524e-03,8.593327570482436244e-04,-3.395244850383451977e-03
-1.355068992143315491e-03,-1.077047618880462533e-03,-3.555428706032359980e-03
-1.662037033161341834e-03,2.560269581458116464e-03,1.450400349804579743e-03
2.369626574904664783e-03,-2.993050992638926922e-03,-2.097069065317978907e-03
-3.184287033363509059e-04,-2.351630012199517825e-03,-1.040013973040007081e-03
-1.178398855465971704e-03,-2.033517044330394700e-03,2.598795811126928472e-07
-1.878433976726648282e-04,-3.157723284800342031e-03,3.326939060337572290e-03
-1.569516648689387762e-03,1.944522143250341671e-03,-1.155302210162269076e-03
-1.534539700963889709e-03,2.374505675016273624e-03,-9.880830122694934242e-04
1.860188162046324525e-03,8.654771061894710833e-04,-4.718233742111283512e-04
2.705786033815615627e-03,8.644606971481063338e-04,1.667937489087184359e-03
2.106258461212181035e-03,6.421288249604263079e-04,-7.767869810271607785e-04
9.300918753774484486e-06,-1.328680901357428851e-03,1.645554998923026138e-03
4.915469064863868618e-04,1.940094081178045469e-03,-3.181719922252624049e-03
1.970470505298634739e-03,2.020379441089062509e-03,-3.678509549597714940e-03
-5.662350706233309702e-04,2.032454792066624473e-03,-2.312782255133153959e-03
-1.790597779609110721e-04,-2.386685108281876239e-04,1.655040735771159477e-03
9.630831921693958422e-04,-2.281796222597028481e-03,8.328367028945879045e-04
-5.319387832819036897e-03,1.769337111585947029e-03,5.488231891597226825e-06
-1.362265449882472295e-03,-5.121943450061316235e-04,2.001780971848829372e-04
-7.938636049488791971e-04,2.462739822664239062e-03,4.153855661328485489e-04
6.417564276442340974e-04,-1.233510732711774012e-03,-2.976950176183567210e-03
-1.166534646278466177e-03,-9.354693824434614190e-04,4.395478024813716483e-04
-4.244173239835712119e-04,4.014760033045643617e-04,4.812247979883430330e-04
1.430932325540283526e-03,-1.519481259805213844e-03,-1.307153394097195550e-03
3.734888000482825053e-04,-9.014433021747119378e-04,1.466627191986288273e-03
1.654855299088302083e-03,-1.790753996304679345e-03,1.016572954081252029e-03
-1.649355355277351727e-03,-9.730356392599587940e-05,2.476154461966046955e-03
1.490190987578595902e-03,-1.223014679178580913e-03,1.215958403032607615e-04
1.283384690774630032e-03,-1.811670942767381774e-03,1.671923068838296030e-03
2.603542641485094133e-03,-2.975666844564366868e-03,3.990294808188966404e-03
-1.473452437834631493e-03,3.747374783039269424e-04,-2.918365294600081873e-04
1.578280018411152641e-03,3.296712067380056974e-04,2.010482141629381034e-03
5.420723494601779142e-04,-2.858386832259200011e-03,8.195535255855111668e-05
-3.508338797457955308e-03,-8.360523623568538298e-04,-2.959162999609375299e-03
-2.720947073497849335e-04,-6.232936777118891275e-04,2.798202016628461696e-03
-1.883911586951989231e-03,2.122547076825579988e-03,2.316238185875205396e-03
5.250235401081585060e-04,3.758329276819624871e-04,1.370541678350011222e-03
1.124101508573604850e-03,1.281175577534878493e-03,2.681319330870736775e-03
2.081802930509748031e-03,-2.846634530786788450e-03,2.651523961655704968e-03
9.819233187675492462e-04,1.329109313965104271e-04,1.841668348254626606e-03
-1.212075237169630464e-03,-2.486861397266579374e-03,-5.027554672135367596e-04
6.825993008673448062e-04,1.542316630899196231e-04,2.976726667891440789e-03
1.082446811832562259e-03,9.632397025961229485e-04,7.772041180159567969e-04
-1.538684834494675416e-03,-4.377039327361703170e-04,-3.746452957485610705e-03
-1.735228076852993922e-03,-9.285055514287102445e-04,-7.124998702690468321e-04
-2.395004276723065959e-03,-4.874067527335249408e-04,-2.080870869311872776e-03
-1.469347731242900620e-03,9.512963800206495181e-04,1.174796800093109257e-03
-3.470635894085969449e-03,3.197219612467611951e-04,-6.653935623379262851e-03
-7.337471584351840060e-04,1.631641897119359350e-03,3.955789711604480556e-03
-1.946202083249409060e-03,2.018548001592640733e-03,-8.291291194766766629e-04
-1.340629950708554065e-03,-6.930822153738912229e-05,-5.131742167176298747e-04
1.733102150596424907e-03,-1.379468623238331399e-03,5.415675088827733231e-05
2.013231836317427078e-03,2.609717061778794433e-03,-2.861760533458567769e-03
-1.651135648491308802e-03,-6.829379004088093584e-04,-4.120628563988062943e-04
9.569831776730111867e-04,1.742174708843680672e-04,3.060885526387453325e-03
-1.347239294907174711e-03,8.074168851035234962e-04,1.237239148635321719e-03
-1.595584679515428886e-03,2.628820337258511945e-03,2.618047153759486562e-03
3.180351922399183608e-03,1.135675284492629512e-04,-1.523582631283341244e-03
-5.068778783933708225e-03,-5.596728358028768774e-04,-8.377496553148212248e-04
2.231498876401803722e-03,6.708401996094066075e-04,-3.797605669666240333e-03
2.423759700985837241e-03,4.241426954727695736e-03,-2.034272055868244222e-03
2.591921086351032730e-03,7.566674501510448417e-04,1.037510827641237830e-03
-1.066117828483845002e-03,-1.841026602420860105e-03,-2.934241828004861049e-03
-1.418149267202932040e-04,-1.882885006528089858e-03,-2.770493853942874053e-03
-4.360887444470567913e-04,2.247246154901513977e-03,-1.835526096981821313e-03
-2.118320216824478436e-03,-8.581256257851228864e-04,9.433700883836056801e-04
-2.384677644789207247e-03,-4.730169571110720236e-04,1.645937614962490747e-03
3.179847307793491618e-03,-1.052035656362963539e-03,-4.191820481688116442e-04
4.647132418845464387e-03,-4.003878374514169562e-04,3.740959308684960703e-03
-3.526244418157883313e-03,-9.629798611096457035e-04,-2.231658108901860699e-03
-2.545733463359968560e-03,-9.033270113350388032e-04,-8.254743593526406124e-04
1.740106941496389475e-03,7.066027943587779424e-04,7.652525963742994562e-04
4.701489821990383956e-04,1.367519747489537264e-03,2.056554134726398808e-03
3.558742375521637595e-04,1.822446540878859631e-03,-1.975611500564151708e-03
-1.601458242025816103e-03,1.329837599302466757e-03,1.935429556256575536e-03
-1.479828238031557011e-03,-2.373813934378469787e-03,-7.163335689675487622e-05
9.513019808647979036e-04,5.871786742333660186e-04,1.734522565829391052e-04
-1.635717696673929990e-03,-6.198236200078193142e-04,2.246203781413002882e-03
-1.191213987072792420e-03,-7.788058194247106294e-04,3.503021679929345725e-03
-8.834090533447579033e-04,2.460562819585782827e-03,-8.341073182951841023e-04
-1.578135149147490189e-03,-1.476806196876801749e-03,-9.679555297175420183e-04
5.487701634104299011e-04,-1.478056718980363254e-04,-3.777102030082126524e-03
-2.196813296162631029e-03,7.508120810662474720e-04,3.941078527539451128e-03
-2.321995984073257219e-03,5.038818506532862776e-04,-9.321369678181811412e-04
2.517024146843818005e-03,-1.646432096824706863e-03,6.619638601481079090e-04
-1.601215452283060196e-03,2.727677192033216118e-03,9.776795369251479670e-04
-4.874421561781376068e-03,-1.399602020510841947e-03,-8.102781101755221038e-05
7.406406809094429619e-04,-9.906794001781199770e-04,-3.355856378752972071e-03
8.929145686859286664e-05,6.067404115973837071e-04,1.503814281719742388e-03
-5.279420233930710686e-03,2.019070626133579426e-03,1.523329236755268084e-03
-3.212117715969829007e-03,9.959712908322519535e-04,-2.982679851014887265e-03
8.267985403020091956e-04,3.059581201431755843e-03,-1.791102975397746225e-03
3.049452176032712192e-04,7.533294990242114493e-04,1.485826719075421590e-03
2.518803652704410066e-03,1.813222101602445771e-04,-1.127080026448034223e-03
-2.082518688069357783e-03,-3.251022829335831568e-04,-8.094805489194500502e-04
-9.763357412727362772e-04,-8.230158987589826763e-04,2.933631133051830316e-03
-2.749636702562701339e-03,2.338259711101540583e-03,-5.102450782970781654e-03
1.058762049231420818e-04,1.208783448233104662e-03,2.422511591812631041e-03
-2.881496597924784872e-04,-2.502011523125943337e-03,-3.461554527944609404e-03
-8.591639471231198684e-04,-2.695109813551403114e-03,1.282590770515159174e-03
-1.809606523674616211e-04,2.781016910725520042e-03,2.220564170552115791e-03
-4.835308435622081235e-04,8.706960981382377840e-04,-1.445158166807960229e-03
-8.885440485224802595e-05,2.021340044532872558e-03,-1.053943980775854739e-03
2.319561452883785960e-03,-5.801161481014451026e-05,-7.050110117892318794e-04
1.310787200834236284e-03,1.799511450982518206e-03,-2.605304016047334161e-03
-1.767388896338845865e-04,1.791213049849223757e-03,4.323524456862150138e-03
-1.971382234056737789e-03,1.629864975740734703e-03,3.563223590585241863e-04
-5.405712343303126395e-04,1.665154532169224556e-03,-3.481504032830508993e-03
1.409400560193361423e-03,2.518752691128844663e-03,7.578259996013632198e-04
-3.307469449516319080e-03,8.337024108230990313e-04,-2.480506924739179272e-04
-3.106251333443657970e-04,1.251418531147767497e-03,-2.237199728178861872e-03
-1.797555767185429060e-03,-1.065998528003591662e-03,-5.621560056891161325e-04
1.795369403939372837e-03,1.774017169171349150e-03,-1.554483423886093710e-03
4.732179501209990815e-04,2.908863139727547488e-03,-3.218265578258483299e-03
-4.224838651857474973e-03,-1.948488981810078289e-04,-1.758397842667982136e-03
-1.049981127696478136e-03,1.318624202499391615e-03,-3.555075429495086728e-04
4.889193408879299570e-04,1.706195475116135214e-03,-6.793137155393686073e-04
-6.665790323598422794e-04,-5.693156589046914108e-03,4.983291105403494028e-03
-2.061742077879042713e-03,8.839703085053035331e-04,2.476108114264856234e-04
1.116892213108819459e-06,-2.032891964417449324e-03,-2.234786095033509598e-03
1.373802617973094711e-03,-1.184544805826740263e-04,-1.189362342911979425e-03
2.315171667192241541e-03,6.680346130263777830e-04,-7.764524793131555302e-04
-7.167154425505221189e-05,2.471818576731348201e-03,2.215263970298114293e-03
4.398129450841828901e-03,-9.638520089454887660e-06,4.304314290887891088e-03
-7.068997823656026237e-04,-2.821844044413141569e-03,-1.926795829565075948e-03
-2.341478109444759381e-03,1.321372955185980353e-03,6.911208653109484745e-04
1.819448610449961833e-03,6.477323110944375757e-04,1.134729810769896218e-03
-8.145720806638616102e-04,-2.094791180329571515e-04,9.098447876988590051e-05
1.745092728188673377e-03,4.586446019210124584e-04,-4.718628792169212056e-03
-1.194634142285880751e-03,-1.306234449548254392e-03,-4.942473064769878442e-04
3.114449621103026686e-03,-2.251727433879225759e-03,1.682140952480039005e-03
1.865624817949478736e-03,3.289850917857936336e-03,-2.322765246352095914e-03
-4.368747287176556271e-04,-6.094896420840156814e-04,6.156462732379421130e-04
2.476266907767791896e-03,-5.053579133913210265e-04,8.155858510549841541e-05
3.852979335098529086e-04,6.441632838693062135e-04,2.322259405496608642e-03
-2.354729862334483618e-03,1.537591468974651692e-03,7.895200217524852735e-04
2.912505046732448769e-03,-6.570442387698558493e-04,-7.345068629142271653e-04
1.705257203230440676e-03,2.496686637762179136e-03,1.923014182712828608e-03
2.918529834424737207e-03,-9.655068713723954444e-04,-2.373066654260917643e-03
-2.246578572097566746e-03,1.080157696413860816e-03,-2.088588749674530516e-03
5.198659184383000193e-04,1.191610431962753826e-03,3.728524239394156829e-03
-2.463876785497998503e-03,-2.280731356899220498e-04,9.638329724664346058e-04
