Mon Aug 11 11:06:11 2025    morgan/output.prof

         3125654 function calls (3071940 primitive calls) in 36.021 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1896    0.009    0.000    0.009    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/sparse/numba_backend/_umath.py:179(_get_reduced_coords)
    20664    0.008    0.000    0.038    0.000 {built-in method builtins.any}
     1128    0.008    0.000    0.127    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/numpy/lib/_npyio_impl.py:308(load)
      752    0.008    0.000    0.039    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/sparse/numba_backend/_coo/core.py:1353(_prune)
      230    0.008    0.000   35.747    0.155 /usr/src/app/morgan/createTrainingData.py:92(generateSignal)
     6128    0.008    0.000    0.008    0.000 {method 'astype' of 'numpy.ndarray' objects}
      752    0.008    0.000    0.076    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/sparse/numba_backend/_coo/core.py:340(from_numpy)
    13387    0.007    0.000    0.007    0.000 {built-in method numpy.empty}
     2893    0.007    0.000    0.011    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/pandas/core/generic.py:6255(__finalize__)
    20304    0.007    0.000    0.007    0.000 {built-in method _struct.unpack}
    41745    0.007    0.000    0.008    0.000 {built-in method builtins.hasattr}
     5271    0.007    0.000    0.007    0.000 {built-in method numpy.frombuffer}
     3008    0.007    0.000    0.019    0.000 /opt/conda/envs/ml/lib/python3.10/warnings.py:130(filterwarnings)
     4512    0.007    0.000    0.008    0.000 /opt/conda/envs/ml/lib/python3.10/zipfile.py:348(__init__)
     1880    0.007    0.000    0.052    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/sparse/numba_backend/_coo/core.py:722(transpose)
     3008    0.006    0.000    0.007    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/numpy/lib/_stride_tricks_impl.py:413(_broadcast_shape)
    23524    0.006    0.000    0.023    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/sparse/numba_backend/_sparse_array.py:35(<genexpr>)
     6016    0.006    0.000    0.012    0.000 /opt/conda/envs/ml/lib/python3.10/warnings.py:181(_add_filter)
     5379    0.006    0.000    0.025    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/pandas/core/series.py:1104(__getitem__)
      230    0.006    0.000   23.030    0.100 /usr/src/app/morgan/trainingDataLib.py:206(peakListFromSpinSystemMatrix)
    21448    0.006    0.000    0.006    0.000 {built-in method _abc._abc_subclasscheck}
      230    0.006    0.000   12.709    0.055 /usr/src/app/morgan/trainingDataLib.py:60(createLineshape)
    10724    0.006    0.000    0.008    0.000 <frozen importlib._bootstrap>:1053(_handle_fromlist)
      948    0.006    0.000    0.007    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/sparse/numba_backend/_umath.py:53(_match_arrays)
      376    0.005    0.000    0.146    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/jax/_src/numpy/lax_numpy.py:5483(array)
    19552    0.005    0.000    0.026    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/sparse/numba_backend/_utils.py:438(<genexpr>)
    32548    0.005    0.000    0.005    0.000 {method 'rpartition' of 'str' objects}
      230    0.005    0.000    0.011    0.000 /usr/src/app/morgan/trainingDataLib.py:228(<listcomp>)
     3384    0.005    0.000    0.025    0.000 /opt/conda/envs/ml/lib/python3.10/pathlib.py:569(_parse_args)
6392/1880    0.005    0.000    0.021    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/sparse/numba_backend/_utils.py:367(normalize_axis)
     9024    0.005    0.000    0.011    0.000 /opt/conda/envs/ml/lib/python3.10/zipfile.py:703(_get_decompressor)
     1128    0.005    0.000    0.075    0.000 /opt/conda/envs/ml/lib/python3.10/zipfile.py:1221(__init__)
      376    0.005    0.000    1.917    0.005 /usr/src/app/morgan/qm.py:207(hamiltonian_sparse)
      752    0.005    0.000    0.032    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/sparse/numba_backend/_umath.py:505(_get_fill_value)
     1128    0.005    0.000    0.086    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/numpy/lib/_npyio_impl.py:183(__init__)
     2256    0.005    0.000    0.013    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/numpy/_core/_dtype.py:350(_name_get)
     3384    0.005    0.000    0.018    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/sparse/numba_backend/_common.py:532(<genexpr>)
    13536    0.005    0.000    0.009    0.000 /opt/conda/envs/ml/lib/python3.10/encodings/cp437.py:14(decode)
     1128    0.005    0.000    0.005    0.000 {method 'close' of '_io.BufferedReader' objects}
     8430    0.005    0.000    0.005    0.000 {method 'flush' of 'zlib.Decompress' objects}
     9024    0.005    0.000    0.005    0.000 {function ZipExtFile.close at 0x7fb70b36c9d0}
      880    0.005    0.000    0.010    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/pandas/core/array_algos/take.py:120(_take_nd_ndarray)
    22771    0.005    0.000    0.005    0.000 {built-in method builtins.max}
     3993    0.005    0.000    0.017    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/pandas/core/generic.py:6320(__setattr__)
     9024    0.004    0.000    0.008    0.000 /opt/conda/envs/ml/lib/python3.10/zipfile.py:754(close)
     2894    0.004    0.000    0.006    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/pandas/core/generic.py:278(__init__)
     9024    0.004    0.000    0.004    0.000 /opt/conda/envs/ml/lib/python3.10/zipfile.py:722(__init__)
     7822    0.004    0.000    0.004    0.000 {built-in method numpy.zeros}
     1128    0.004    0.000    0.019    0.000 /opt/conda/envs/ml/lib/python3.10/zipfile.py:260(_EndRecData)
     4512    0.004    0.000    0.005    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/numpy/lib/format.py:303(descr_to_dtype)
     4512    0.004    0.000    0.063    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/numpy/lib/format.py:225(read_magic)
    10377    0.004    0.000    0.084    0.000 /opt/conda/envs/ml/lib/python3.10/zipfile.py:940(_update_crc)
     6016    0.004    0.000    0.004    0.000 {method 'remove' of 'list' objects}
      376    0.004    0.000    0.023    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/sparse/numba_backend/_coo/core.py:386(todense)
    20297    0.004    0.000    0.004    0.000 {built-in method builtins.min}
    10152    0.004    0.000    0.004    0.000 /opt/conda/envs/ml/lib/python3.10/zipfile.py:1952(_fpclose)
     5379    0.004    0.000    0.013    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/pandas/core/series.py:1229(_get_value)
     2256    0.004    0.000    0.011    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/numpy/lib/_npyio_impl.py:210(close)
     9024    0.004    0.000    0.004    0.000 {built-in method zlib.decompressobj}
     1880    0.004    0.000    0.015    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/numpy/_core/fromnumeric.py:69(_wrapreduction)
     1504    0.004    0.000    0.004    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
    13536    0.004    0.000    0.004    0.000 {built-in method _codecs.charmap_decode}
      376    0.004    0.000    0.004    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/sparse/numba_backend/_umath.py:719(<listcomp>)
     3008    0.004    0.000    0.004    0.000 /opt/conda/envs/ml/lib/python3.10/warnings.py:458(__enter__)
     2468    0.004    0.000    0.038    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/numpy/lib/_stride_tricks_impl.py:481(broadcast_arrays)
     1504    0.004    0.000    0.044    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/sparse/numba_backend/_utils.py:562(check_zero_fill_value)
      376    0.004    0.000   20.466    0.054 /usr/src/app/morgan/qm.py:428(solve_hamiltonian)
     6064    0.004    0.000    0.004    0.000 {method 'view' of 'numpy.ndarray' objects}
     2233    0.004    0.000    0.015    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/pandas/core/internals/managers.py:1863(from_array)
    10182    0.004    0.000    0.004    0.000 {built-in method numpy.asanyarray}
     6709    0.004    0.000    0.007    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/pandas/core/indexing.py:2765(check_dict_or_set_indexers)
     5218    0.004    0.000    0.038    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/numpy/_core/fromnumeric.py:51(_wrapfunc)
     2013    0.004    0.000    0.105    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/pandas/core/frame.py:1510(iterrows)
      440    0.004    0.000    0.007    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/pandas/core/indexers/utils.py:239(maybe_convert_indices)
     9024    0.004    0.000    0.005    0.000 /opt/conda/envs/ml/lib/python3.10/zipfile.py:1448(getinfo)
    21448    0.004    0.000    0.010    0.000 /opt/conda/envs/ml/lib/python3.10/abc.py:121(__subclasscheck__)
      752    0.004    0.000    0.388    0.001 /opt/conda/envs/ml/lib/python3.10/site-packages/sparse/numba_backend/_sparse_array.py:322(__array_ufunc__)
      880    0.004    0.000    0.004    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/pandas/core/dtypes/cast.py:550(maybe_promote)
    44344    0.004    0.000    0.004    0.000 {method 'append' of 'list' objects}
     5084    0.004    0.000    0.006    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/sparse/numba_backend/_utils.py:85(_zero_of_dtype)
     3113    0.003    0.000    0.005    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/pandas/core/series.py:734(name)
     1880    0.003    0.000    0.006    0.000 /opt/conda/envs/ml/lib/python3.10/pathlib.py:621(__str__)
     3113    0.003    0.000    0.008    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/pandas/core/generic.py:6303(__getattr__)
      220    0.003    0.000    0.011    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/pandas/core/internals/managers.py:1707(_interleave)
     1504    0.003    0.000    0.004    0.000 /opt/conda/envs/ml/lib/python3.10/pathlib.py:865(parent)
      752    0.003    0.000    0.025    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/sparse/numba_backend/_umath.py:557(_check_broadcast)
    29892    0.003    0.000    0.003    0.000 {method '__exit__' of '_thread.RLock' objects}
     3008    0.003    0.000    0.006    0.000 /opt/conda/envs/ml/lib/python3.10/re.py:288(_compile)
    23524    0.003    0.000    0.003    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/sparse/numba_backend/_sparse_array.py:38(<genexpr>)
    16756    0.003    0.000    0.003    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/sparse/numba_backend/_umath.py:154(<genexpr>)
     1128    0.003    0.000    0.021    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/sparse/numba_backend/_common.py:530(wrapped)
     1540    0.003    0.000    0.003    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/pandas/core/indexes/base.py:5335(__contains__)
    29892    0.003    0.000    0.003    0.000 /opt/conda/envs/ml/lib/python3.10/zipfile.py:1538(<lambda>)
      376    0.003    0.000    0.032    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/nmrsim/math.py:85(_normalize)
     1880    0.003    0.000    0.023    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/numpy/lib/_arraysetops_impl.py:145(unique)
     3008    0.003    0.000    0.011    0.000 /opt/conda/envs/ml/lib/python3.10/warnings.py:165(simplefilter)
    14484    0.003    0.000    0.003    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/sparse/numba_backend/_coo/core.py:552(dtype)
      752    0.003    0.000    0.080    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/sparse/numba_backend/_coo/core.py:1546(as_coo)
     4512    0.003    0.000    0.068    0.000 /opt/conda/envs/ml/lib/python3.10/ast.py:33(parse)
     1128    0.003    0.000    0.078    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/numpy/lib/_npyio_impl.py:91(zipfile_factory)
    10737    0.003    0.000    0.006    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/pandas/core/dtypes/generic.py:42(_instancecheck)
     2233    0.003    0.000    0.005    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/pandas/core/internals/blocks.py:2789(new_block)
     3760    0.003    0.000    0.017    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/sparse/numba_backend/_umath.py:597(<genexpr>)
    16920    0.003    0.000    0.003    0.000 {built-in method sys.intern}
      752    0.003    0.000    3.252    0.004 /opt/conda/envs/ml/lib/python3.10/site-packages/jax/_src/profiler.py:330(wrapper)
      376    0.003    0.000    0.104    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/jax/_src/lax/lax.py:545(_convert_element_type)
     2468    0.003    0.000    0.026    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/numpy/lib/_stride_tricks_impl.py:546(<listcomp>)
    15526    0.003    0.000    0.003    0.000 {method 'get' of 'dict' objects}
      376    0.003    0.000    0.004    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/sparse/numba_backend/_umath.py:310(_get_matching_coords)
     4512    0.003    0.000    0.004    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/numpy/lib/format.py:999(isfileobj)
    12620    0.003    0.000    0.003    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/sparse/numba_backend/_sparse_array.py:93(ndim)
    10737    0.003    0.000    0.003    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/pandas/core/dtypes/generic.py:37(_check)
     7149    0.003    0.000    0.003    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/pandas/core/internals/managers.py:2004(internal_values)
    10152    0.002    0.000    0.002    0.000 /opt/conda/envs/ml/lib/python3.10/zipfile.py:668(_check_compression)
      660    0.002    0.000    0.012    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/pandas/core/frame.py:4067(__getitem__)
     2673    0.002    0.000    0.007    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/pandas/core/series.py:784(name)
     7896    0.002    0.000    0.002    0.000 {built-in method _functools.reduce}
      752    0.002    0.000    0.005    0.000 /opt/conda/envs/ml/lib/python3.10/importlib/_common.py:60(get_package)
     1880    0.002    0.000    0.017    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/numpy/_core/fromnumeric.py:3328(prod)
     2233    0.002    0.000    0.004    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/pandas/core/internals/blocks.py:2718(maybe_coerce_values)
    12453    0.002    0.000    0.003    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/pandas/core/indexes/base.py:912(__len__)
     7149    0.002    0.000    0.005    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/pandas/core/series.py:831(_values)
     2234    0.002    0.000    0.003    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/pandas/_config/config.py:635(_get_root)
     1504    0.002    0.000    0.003    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/sparse/numba_backend/_utils.py:349(isscalar)
     4236    0.002    0.000    0.002    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/numba/core/serialize.py:30(_numba_unpickle)
     3008    0.002    0.000    0.003    0.000 /opt/conda/envs/ml/lib/python3.10/warnings.py:477(__exit__)
     3008    0.002    0.000    0.002    0.000 /opt/conda/envs/ml/lib/python3.10/warnings.py:437(__init__)
     2233    0.002    0.000    0.007    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/pandas/core/generic.py:807(_set_axis)
      440    0.002    0.000    0.042    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/pandas/core/generic.py:4046(take)
     2234    0.002    0.000    0.005    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/pandas/_config/config.py:127(_get_single_key)
     4724    0.002    0.000    0.028    0.000 {method 'all' of 'numpy.ndarray' objects}
      752    0.002    0.000    0.381    0.001 /opt/conda/envs/ml/lib/python3.10/site-packages/sparse/numba_backend/_umath.py:13(elemwise)
     1128    0.002    0.000    0.004    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/jax/_src/dtypes.py:757(dtype)
      376    0.002    0.000    0.002    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/sparse/numba_backend/_umath.py:720(<listcomp>)
      670    0.002    0.000    0.085    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/pandas/core/indexing.py:1176(__getitem__)
      572    0.002    0.000    0.002    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/sparse/numba_backend/_umath.py:717(<listcomp>)
     2962    0.002    0.000    0.034    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/numpy/_core/fromnumeric.py:1130(argsort)
     1880    0.002    0.000    0.011    0.000 /opt/conda/envs/ml/lib/python3.10/pathlib.py:615(_make_child)
      752    0.002    0.000    0.005    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/sparse/numba_backend/_coo/core.py:1474(asformat)
     1880    0.002    0.000    0.002    0.000 {method 'sort' of 'numpy.ndarray' objects}
     3760    0.002    0.000    0.017    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/sparse/numba_backend/_umath.py:95(_get_nary_broadcast_shape)
      440    0.002    0.000    0.014    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/pandas/core/indexers/utils.py:419(check_array_indexer)
      376    0.002    0.000   22.951    0.061 /usr/src/app/morgan/qm.py:453(secondorder_sparse)
      752    0.002    0.000    0.054    0.000 /usr/src/app/morgan/qm.py:64(_bin_path)
     4724    0.002    0.000    0.025    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/numpy/_core/_methods.py:67(_all)
     3384    0.002    0.000    0.003    0.000 /opt/conda/envs/ml/lib/python3.10/pathlib.py:239(splitroot)
      752    0.002    0.000    0.018    0.000 <frozen importlib._bootstrap_external>:1079(get_resource_reader)
     1504    0.002    0.000    0.005    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/sparse/numba_backend/_umath.py:516(get_zero_arg)
     3114    0.002    0.000    0.002    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/pandas/core/construction.py:481(ensure_wrapped_if_datetimelike)
     9024    0.002    0.000    0.002    0.000 /opt/conda/envs/ml/lib/python3.10/site-packages/numpy/lib/format.py:670(<genexpr>)
